CUOC,Descripcion_CUOC
21461,"Investigan, planean, diseñan, desarrollan, optimizan e inspeccionan métodos y procesos de explotación de minas, instalaciones, sistemas y equipos, así como la extracción de agua y minerales metálicos o no metálicos de minas subterráneas y a cielo abierto. Estudian, desarrollan y asesoran sobre aspectos mineros. Se pueden desempeñar en compañías mineras, firmas consultoras, manufactureras, institutos de investigación, educación y gobierno, entre otros."
21462,"Dirigen estudios e investigan sobre características y propiedades de los metales, procesos de la metalurgia adaptiva (procesos de conformado, soldadura, tratamientos térmicos, fundición, siderurgia) de los metales ferrosos, no ferrosos y materiales compuestos, además planean, diseñan y desarrollan maquinaria y métodos de beneficio y para concentrar, extraer, refinar y procesar metales, crear aleaciones y semiconductores, compuestos y otros materiales a escala comercial, e implementan sistemas de evaluación de materiales por ensayos destructivos y no destructivos, y de control integral de la calidad en los procesos industriales metalúrgicos. Se pueden desempeñar en firmas de consultoría, de ingeniería, empresas mineras, de procesamiento y fabricación de metales e instituciones educativas o de investigación, entre otros."
21463,"Planean, diseñan, desarrollan, implementan, optimizan, supervisan y conducen estudios, proyectos e investigaciones relacionados con la exploración, la explotación, la perforación, el aprestamiento y la prueba, la producción y el mantenimiento de los pozos de petróleo y gas, estiman el potencial de reservas y producción e implementan sistemas de control integral de la calidad en los procesos de perforación y explotación. Se pueden desempeñar en compañías petroleras, consultoras, exploradoras privadas o gubernamentales e instituciones de investigación, entre otros."
21491,"Dirigen o realizan estudios sobre obtención, procesamiento, características, propiedades y desempeño de diferentes materiales; planean, diseñan y desarrollan métodos para concentrar, extraer, refinar y procesar materiales como minerales, metales, materiales cerámicos, semiconductores, plásticos, cauchos, termofijos y materiales compuestos, entre otros. Se pueden desempeñar en firmas de consultoría, de ingeniería y mineras, de procesamiento, fabricación o comercialización de materiales metálicos, cerámicos, poliméricos o compuestos, entidades de investigación, desarrollo e innovación, e instituciones educativas, entre otros."
21492,"Diseñan, desarrollan, gestionan, evalúan, investigan nuevas tecnologías aplicadas a la salud y a sistemas biológicos. Su labor abarca la prevención, el diagnóstico, el tratamiento, la rehabilitación de enfermedades, la innovación en biotecnología y la optimización de procesos industriales basados en organismos vivos. En el ámbito biomédico, aplican principios de ingeniería eléctrica, mecánica, óptica e informática para desarrollar dispositivos médicos, equipos hospitalarios y sistemas de monitoreo fisiológico y garantizar su implementación segura. En el campo biológico, trabajan en biotecnología, bioenergía, genética y bioprocesos industriales para innovar en la producción de alimentos, fármacos, combustibles y biomateriales. Se pueden desempeñar en hospitales, laboratorios de investigación e industrias farmacéuticas, agrícolas y ambientales."
21499,"Esta ocupación abarca a ingenieros no clasificados en otras ocupaciones del Grupo Primario 2149: Ingenieros no clasificados en otros grupos primarios. Por ejemplo, incluye aquellos que investigan, diseñan, operan y/o dirigen los procesos de elaboración, funcionamiento, mantenimiento, reparación de equipos y sistemas. Analizan y asesoran sobre aspectos tecnológicos de productos y/o procesos propios de la ingeniería no clasificados en otras ocupaciones como las soluciones en materia de seguridad y salud en el trabajo, ingeniería biomédica, óptica, generación de energía nuclear y explosivos, la robótica, así como la planificación, el diseño y la operación de tráfico. Se pueden desempeñar en empresas de consultoría, desarrollo, fabricación, servicio, soporte e integración de dispositivos y equipos electrónicos, entre otros."
21510,"Investigan, analizan, asesoran, diseñan, modelan, administran, planean, seleccionan y vigilan la construcción, el funcionamiento, el mantenimiento, la reparación, la prueba de sistemas eléctricos y de producción, la generación, la transmisión, la distribución y el transporte de energía eléctrica, componentes, motores, equipos eléctricos e instrumentos de medición de variables eléctricas; estudian y asesoran sobre aspectos tecnológicos de los materiales, productos y procesos propios de la ingeniería eléctrica. Se pueden desempeñar en empresas de servicio de energía eléctrica, de comunicaciones, fabricantes de equipos eléctricos, firmas de consultoría e industrias de transporte y procesamiento, del sector público y privado, entre otros."
21521,"Investigan, diseñan, operan y dirigen los procesos de construcción, ensamble, funcionamiento, mantenimiento, reparación de equipos y sistemas electrónicos en las áreas de comunicación, control, instrumentación, potencia, entre otras; adicionalmente estudian, analizan y asesoran sobre aspectos tecnológicos de materiales, productos y procesos propios de la ingeniería electrónica. Se pueden desempeñar en empresas de consultoría, desarrollo, fabricación, servicio, soporte e integración de dispositivos y equipos electrónicos, del sector público y privado, entre otros."
21522,"Diseñan, investigan, dirigen, implementan, gestionan e integran sistemas de instrumentación y automatización de máquinas, equipos y procesos, asesoran sobre aspectos tecnológicos y el mantenimiento de estos. Se pueden desempeñar en empresas de ingeniería, servicios, consultoría, procesos industriales, industrias de manufactura, entre otros."
21531,"Investigan, asesoran, diseñan, planean, dirigen y controlan la construcción, el funcionamiento, el mantenimiento y la reparación de sistemas y equipos de telecomunicaciones. Adicionalmente, analizan, estudian y asesoran sobre aspectos tecnológicos de materiales, productos o procesos de la ingeniería de telecomunicaciones. Se pueden desempeñar en empresas de telecomunicaciones, firmas de consultoría y todas aquellas que requieran infraestructura de telecomunicaciones del sector público y privado, entre otros."
